Timestamp	GPU Usage Percentage	GPU Total Mem Usage	GPU Total Mem Usage Percentage	Process Mem Usage
1626532322.1664863	0	1733	21.72	
1626532322.200319	0	1733	21.72	
1626532322.2340107	0	1733	21.72	
1626532322.2677784	0	1733	21.72	
1626532322.3016057	0	1733	21.72	
1626532322.331135	0	1733	21.72	
1626532322.3569531	0	1733	21.72	
1626532322.3814535	0	1733	21.72	
1626532322.405699	0	1733	21.72	
1626532322.4301	0	1733	21.72	
1626532322.4542453	0	1733	21.72	
1626532322.478722	0	1733	21.72	
1626532322.5028334	0	1733	21.72	
1626532322.5272758	0	1733	21.72	
1626532322.5519485	0	1733	21.72	
1626532322.5761974	0	1733	21.72	
1626532322.6005504	0	1733	21.72	
1626532322.6250148	0	1733	21.72	
1626532322.6496828	0	1733	21.72	
1626532322.6741598	0	1733	21.72	
1626532322.6987274	0	1733	21.72	
1626532322.723211	0	1733	21.72	
1626532322.7477407	0	1733	21.72	
1626532322.772553	0	1733	21.72	
1626532322.7967868	0	1733	21.72	
1626532322.8206973	0	1733	21.72	
1626532322.844795	0	1733	21.72	
1626532322.8783016	0	1733	21.72	
1626532322.9025164	0	1736	21.76	
1626532322.9265554	0	1736	21.76	
1626532322.951369	0	1736	21.76	
1626532322.9762473	0	1736	21.76	
1626532323.000299	0	1736	21.76	
1626532323.0244179	0	1736	21.76	
1626532323.0484328	0	1736	21.76	
1626532323.072026	0	1736	21.76	
1626532323.0960422	0	1736	21.76	
1626532323.11981	0	1736	21.76	
1626532323.1441672	0	1736	21.76	
1626532323.1684809	0	1736	21.76	
1626532323.1925516	0	1736	21.76	
1626532323.2166932	0	1736	21.76	
1626532323.2406657	0	1736	21.76	
1626532323.2647781	0	1736	21.76	
1626532323.2884524	0	1736	21.76	
1626532323.3122292	0	1736	21.76	
1626532323.3364584	0	1736	21.76	
1626532323.3610814	0	1736	21.76	
1626532323.3860252	0	1736	21.76	
1626532323.411025	0	1736	21.76	
1626532323.4358041	0	1736	21.76	
1626532323.460072	0	1736	21.76	
1626532323.48398	0	1736	21.76	
1626532323.5078914	0	1736	21.76	
1626532323.5318444	0	1736	21.76	
1626532323.5556386	0	1736	21.76	
1626532323.57947	0	1736	21.76	
1626532323.6031284	0	1736	21.76	
1626532323.627435	0	1736	21.76	
1626532323.6514692	0	1736	21.76	
1626532323.675622	0	1736	21.76	
1626532323.699828	0	1736	21.76	
1626532323.723746	0	1736	21.76	
1626532323.7477958	0	1736	21.76	
1626532323.7737057	0	1736	21.76	
1626532323.7982054	0	1736	21.76	
1626532323.8219318	0	1736	21.76	
1626532323.8460429	0	1736	21.76	
1626532323.869708	0	1736	21.76	
1626532323.8945658	0	1736	21.76	
1626532323.9188168	0	1736	21.76	
1626532323.9430249	0	1736	21.76	
1626532323.9671397	0	1736	21.76	
1626532323.990956	0	1736	21.76	
1626532324.0150669	0	1736	21.76	
1626532324.0388007	0	1736	21.76	
1626532324.0628536	0	1736	21.76	
1626532324.0864828	0	1736	21.76	
1626532324.1104171	0	1736	21.76	
1626532324.1345398	0	1736	21.76	
1626532324.158976	0	1736	21.76	
1626532324.1830888	0	1736	21.76	
1626532324.2081323	0	1736	21.76	
1626532324.232088	0	1736	21.76	
1626532324.255922	0	1736	21.76	
1626532324.2806304	0	1736	21.76	
1626532324.3043542	0	1736	21.76	
1626532324.3283308	0	1736	21.76	
1626532324.3528018	0	1736	21.76	
1626532324.380094	0	1736	21.76	
1626532324.4046364	0	1736	21.76	
1626532324.429043	0	1736	21.76	
1626532324.4528828	0	1736	21.76	
1626532324.4768257	0	1736	21.76	
1626532324.5006487	0	1736	21.76	
1626532324.5246234	0	1736	21.76	
1626532324.5486138	0	1736	21.76	
1626532324.5724473	0	1736	21.76	
1626532324.5964231	0	1736	21.76	
1626532324.6199312	0	1736	21.76	
1626532324.643946	0	1736	21.76	
1626532324.668028	0	1736	21.76	
1626532324.6919444	0	1736	21.76	
1626532324.7192702	0	1736	21.76	
1626532324.7433188	0	1736	21.76	
1626532324.767175	0	1736	21.76	
1626532324.7911334	0	1736	21.76	
1626532324.8159692	0	1736	21.76	
1626532324.8398294	0	1736	21.76	
1626532324.864547	0	1736	21.76	
1626532324.8885589	0	1736	21.76	
1626532324.912516	0	1736	21.76	
1626532324.9361956	0	1736	21.76	
1626532324.960241	0	1736	21.76	
1626532324.9854019	0	1736	21.76	
1626532325.0092785	0	1736	21.76	
1626532325.033327	0	1736	21.76	
1626532325.0572884	0	1736	21.76	
1626532325.0813398	0	1736	21.76	
1626532325.1050217	0	1736	21.76	
1626532325.1289523	0	1736	21.76	
1626532325.1527207	0	1736	21.76	
1626532325.1770978	0	1736	21.76	
1626532325.201343	0	1736	21.76	
1626532325.2252626	0	1736	21.76	
1626532325.2492588	0	1736	21.76	
1626532325.273257	0	1736	21.76	
1626532325.2971969	0	1736	21.76	
1626532325.320923	0	1736	21.76	
1626532325.3448203	0	1736	21.76	
1626532325.3688192	0	1736	21.76	
1626532325.393443	0	1736	21.76	
1626532325.4189725	0	1736	21.76	
1626532325.4437294	0	1736	21.76	
1626532325.4684272	0	1736	21.76	
1626532325.4930015	0	1736	21.76	
1626532325.5168283	0	1736	21.76	
1626532325.540845	0	1736	21.76	
1626532325.564885	0	1736	21.76	
1626532325.5885181	0	1736	21.76	
1626532325.6124501	0	1736	21.76	
1626532325.6362183	0	1736	21.76	
1626532325.6600757	0	1736	21.76	
1626532325.6839228	0	1736	21.76	
1626532325.7076445	0	1736	21.76	
1626532325.7319376	0	1736	21.76	
1626532325.7555904	0	1736	21.76	
1626532325.7797103	0	1736	21.76	
1626532325.8032074	0	1736	21.76	
1626532325.827502	0	1736	21.76	
1626532325.8515692	0	1736	21.76	
1626532325.8755383	0	1736	21.76	
1626532325.9001632	0	1736	21.76	
1626532325.924735	0	1736	21.76	
1626532325.9490333	0	1736	21.76	
1626532325.973136	0	1736	21.76	
1626532325.9990284	0	1736	21.76	
1626532326.0228505	0	1736	21.76	
1626532326.0472486	0	1736	21.76	
1626532326.070961	0	1736	21.76	
1626532326.0949833	0	1736	21.76	
1626532326.1188502	0	1736	21.76	
1626532326.142753	0	1736	21.76	
1626532326.1670783	0	1736	21.76	
1626532326.191132	0	1736	21.76	
1626532326.2148743	0	1736	21.76	
1626532326.2385304	0	1736	21.76	
1626532326.2624185	0	1736	21.76	
1626532326.2861404	0	1736	21.76	
1626532326.3101418	0	1736	21.76	
1626532326.3340037	0	1736	21.76	
1626532326.3580887	0	1736	21.76	
1626532326.382255	0	1736	21.76	
1626532326.4069328	0	1736	21.76	
1626532326.4327114	0	1736	21.76	
1626532326.458026	0	1736	21.76	
1626532326.48286	0	1736	21.76	
1626532326.50711	0	1736	21.76	
1626532326.531306	0	1736	21.76	
1626532326.5549853	0	1736	21.76	
1626532326.57899	0	1736	21.76	
1626532326.6040936	0	1736	21.76	
1626532326.6279027	0	1736	21.76	
1626532326.651972	0	1736	21.76	
1626532326.6756575	0	1736	21.76	
1626532326.6997721	0	1736	21.76	
1626532326.723745	0	1736	21.76	
1626532326.7478843	0	1736	21.76	
1626532326.7717566	0	1736	21.76	
1626532326.7956035	0	1736	21.76	
1626532326.8192792	0	1736	21.76	
1626532326.84305	0	1736	21.76	
1626532326.8674958	0	1736	21.76	
1626532326.8915346	0	1736	21.76	
1626532326.9157963	0	1736	21.76	
1626532326.9403708	0	1736	21.76	
1626532326.9647648	0	1736	21.76	
1626532326.9885786	0	1736	21.76	
1626532327.0126727	0	1736	21.76	
1626532327.0367522	0	1736	21.76	
1626532327.0608976	0	1736	21.76	
1626532327.0848014	0	1736	21.76	
1626532327.1105943	0	1736	21.76	
1626532327.134558	0	1736	21.76	
1626532327.158469	0	1736	21.76	
1626532327.182578	0	1736	21.76	
1626532327.2064373	0	1736	21.76	
1626532327.2305138	0	1736	21.76	
1626532327.2543883	0	1736	21.76	
1626532327.2787163	0	1736	21.76	
1626532327.3024664	0	1736	21.76	
1626532327.3264322	0	1736	21.76	
1626532327.3504944	0	1736	21.76	
1626532327.374498	0	1736	21.76	
1626532327.398602	0	1736	21.76	
1626532327.4223614	0	1736	21.76	
1626532327.446353	0	1736	21.76	
1626532327.47008	0	1736	21.76	
1626532327.4947867	0	1736	21.76	
1626532327.519408	0	1736	21.76	
1626532327.5442102	0	1736	21.76	
1626532327.5689046	0	1736	21.76	
1626532327.5930994	0	1736	21.76	
1626532327.6172807	0	1736	21.76	
1626532327.6410902	0	1736	21.76	
1626532327.6649582	0	1736	21.76	
1626532327.6889403	0	1736	21.76	
1626532327.7128034	0	1736	21.76	
1626532327.7363148	0	1736	21.76	
1626532327.7604024	0	1736	21.76	
1626532327.7843351	0	1736	21.76	
1626532327.8083785	0	1736	21.76	
1626532327.8324585	0	1736	21.76	
1626532327.8565075	0	1736	21.76	
1626532327.880518	0	1736	21.76	
1626532327.9042983	0	1736	21.76	
1626532327.9283247	0	1736	21.76	
1626532327.9523363	0	1736	21.76	
1626532327.976483	0	1736	21.76	
1626532328.0005941	0	1736	21.76	
1626532328.0249743	0	1736	21.76	
1626532328.0503273	0	1736	21.76	
1626532328.0750349	0	1736	21.76	
1626532328.1000957	0	1736	21.76	
1626532328.1240458	0	1736	21.76	
1626532328.1481097	0	1736	21.76	
1626532328.1717327	0	1736	21.76	
1626532328.1957338	0	1736	21.76	
1626532328.219436	0	1736	21.76	
1626532328.243395	0	1736	21.76	
1626532328.2672784	0	1736	21.76	
1626532328.2911453	0	1736	21.76	
1626532328.3152344	0	1736	21.76	
1626532328.3387794	0	1736	21.76	
1626532328.36271	0	1736	21.76	
1626532328.3864288	0	1736	21.76	
1626532328.4103956	0	1736	21.76	
1626532328.434196	0	1736	21.76	
1626532328.4586504	0	1736	21.76	
1626532328.4827511	0	1736	21.76	
1626532328.5072012	0	1736	21.76	
1626532328.5318155	0	1736	21.76	
1626532328.5566037	0	1736	21.76	
1626532328.5813766	0	1736	21.76	
1626532328.6059911	0	1736	21.76	
1626532328.6311574	0	1736	21.76	
1626532328.6568234	0	1736	21.76	
1626532328.681179	0	1736	21.76	
1626532328.7048044	0	1736	21.76	
1626532328.7304952	0	1736	21.76	
1626532328.7543018	0	1736	21.76	
1626532328.7783382	0	1736	21.76	
1626532328.8023562	0	1736	21.76	
1626532328.826329	0	1736	21.76	
1626532328.8502483	0	1736	21.76	
1626532328.874859	0	1736	21.76	
1626532328.899067	0	1736	21.76	
1626532328.9229147	0	1736	21.76	
1626532328.9469254	0	1736	21.76	
1626532328.9707992	0	1736	21.76	
1626532328.9948308	0	1736	21.76	
1626532329.0188437	0	1736	21.76	
1626532329.0429516	0	1736	21.76	
1626532329.0675595	0	1736	21.76	
1626532329.092037	0	1736	21.76	
1626532329.1165826	0	1736	21.76	
1626532329.140941	0	1736	21.76	
1626532329.1654184	0	1736	21.76	
1626532329.1896245	0	1736	21.76	
1626532329.2136066	0	1736	21.76	
1626532329.2374208	0	1736	21.76	
1626532329.2620018	0	1736	21.76	
1626532329.285697	0	1736	21.76	
1626532329.3095837	0	1736	21.76	
1626532329.334035	0	1736	21.76	
1626532329.3579895	0	1736	21.76	
1626532329.3821635	0	1736	21.76	
1626532329.4059718	0	1736	21.76	
1626532329.4299443	0	1736	21.76	
1626532329.4534807	0	1736	21.76	
1626532329.4773316	0	1736	21.76	
1626532329.5012422	0	1736	21.76	
1626532329.5251396	0	1736	21.76	
1626532329.5488725	0	1736	21.76	
1626532329.5726407	0	1736	21.76	
1626532329.5967	0	1736	21.76	
1626532329.6202793	0	1736	21.76	
1626532329.6451402	0	1736	21.76	
1626532329.671249	0	1736	21.76	
1626532329.6968775	0	1736	21.76	
1626532329.721101	0	1736	21.76	
1626532329.7452993	0	1736	21.76	
1626532329.7718434	0	1736	21.76	
1626532329.795733	0	1736	21.76	
1626532329.8195782	0	1736	21.76	
1626532329.8442097	0	1736	21.76	
1626532329.8689725	0	1736	21.76	
1626532329.8929882	0	1736	21.76	
1626532329.9170194	0	1736	21.76	
1626532329.942878	0	1736	21.76	
1626532329.966746	0	1736	21.76	
1626532329.9909465	0	1736	21.76	
1626532330.0149148	0	1736	21.76	
1626532330.0389123	0	1736	21.76	
1626532330.0628226	0	1736	21.76	
1626532330.0864284	0	1736	21.76	
1626532330.110514	0	1736	21.76	
1626532330.1343532	0	1736	21.76	
1626532330.1585472	0	1736	21.76	
1626532330.1834397	0	1736	21.76	
1626532330.207571	0	1736	21.76	
1626532330.231804	0	1736	21.76	
1626532330.2554529	0	1736	21.76	
1626532330.279417	0	1736	21.76	
1626532330.3029027	0	1736	21.76	
1626532330.3268476	0	1736	21.76	
1626532330.3513863	0	1736	21.76	
1626532330.375288	0	1736	21.76	
1626532330.3998942	0	1736	21.76	
1626532330.42372	0	1736	21.76	
1626532330.4488688	0	1736	21.76	
1626532330.472645	0	1736	21.76	
1626532330.4966695	0	1736	21.76	
1626532330.5201955	0	1736	21.76	
1626532330.5441806	0	1736	21.76	
1626532330.5682335	0	1736	21.76	
1626532330.592023	0	1736	21.76	
1626532330.616019	0	1736	21.76	
1626532330.6399145	0	1736	21.76	
1626532330.664733	0	1736	21.76	
1626532330.6892693	0	1736	21.76	
1626532330.7142293	0	1736	21.76	
1626532330.7387717	0	1736	21.76	
1626532330.7632296	0	1736	21.76	
1626532330.7906942	0	1736	21.76	
1626532330.8150744	0	1736	21.76	
1626532330.83884	0	1736	21.76	
1626532330.863192	0	1736	21.76	
1626532330.8872752	0	1736	21.76	
1626532330.9116116	0	1736	21.76	
1626532330.9355934	0	1736	21.76	
1626532330.959407	0	1736	21.76	
1626532330.9834507	0	1736	21.76	
1626532331.007437	0	1736	21.76	
1626532331.0315814	0	1736	21.76	
1626532331.0564306	0	1736	21.76	
1626532331.0803063	0	1736	21.76	
1626532331.112829	0	1736	21.76	
1626532331.1581593	0	1736	21.76	
1626532331.182457	0	1736	21.76	
1626532331.2070181	0	1736	21.76	
1626532331.231162	0	1736	21.76	
1626532331.2548785	0	1736	21.76	
1626532331.2790797	0	1736	21.76	
1626532331.303179	0	1736	21.76	
1626532331.3275962	0	1736	21.76	
1626532331.35173	0	1736	21.76	
1626532331.3760953	0	1736	21.76	
1626532331.4000397	0	1736	21.76	
1626532331.4238224	0	1736	21.76	
1626532331.447704	0	1736	21.76	
1626532331.4712837	0	1736	21.76	
1626532331.4954233	0	1736	21.76	
1626532331.5192702	0	1736	21.76	
1626532331.543182	0	1736	21.76	
1626532331.5670304	0	1736	21.76	
1626532331.5910757	0	1736	21.76	
1626532331.6152148	0	1736	21.76	
1626532331.6390414	0	1736	21.76	
1626532331.6650004	0	1736	21.76	
1626532331.6884782	0	1736	21.76	
1626532331.7125132	0	1736	21.76	
1626532331.7362123	0	1736	21.76	
1626532331.7612052	0	1736	21.76	
1626532331.7864838	0	1736	21.76	
1626532331.8112996	0	1736	21.76	
1626532331.8360314	0	1736	21.76	
1626532331.8604183	0	1736	21.76	
1626532331.8843992	0	1736	21.76	
1626532331.908775	0	1736	21.76	
1626532331.9329922	0	1736	21.76	
1626532331.9568496	0	1736	21.76	
1626532331.9809365	0	1736	21.76	
1626532332.0044062	0	1736	21.76	
1626532332.0284498	0	1736	21.76	
1626532332.0524082	0	1736	21.76	
1626532332.076408	0	1736	21.76	
1626532332.1008942	0	1736	21.76	
1626532332.1247702	0	1736	21.76	
1626532332.1487503	0	1736	21.76	
1626532332.1739154	0	1736	21.76	
1626532332.1980684	0	1736	21.76	
1626532332.221767	0	1736	21.76	
1626532332.2456558	0	1736	21.76	
1626532332.2712173	0	1736	21.76	
1626532332.2959523	0	1736	21.76	
1626532332.3198113	0	1736	21.76	
1626532332.34417	0	1736	21.76	
1626532332.368049	0	1736	21.76	
1626532332.3918927	0	1736	21.76	
1626532332.4158332	0	1736	21.76	
1626532332.4397323	0	1736	21.76	
1626532332.463795	0	1736	21.76	
1626532332.4877355	0	1736	21.76	
1626532332.5116048	0	1736	21.76	
1626532332.5357583	0	1736	21.76	
1626532332.5598438	0	1736	21.76	
1626532332.5835679	0	1736	21.76	
1626532332.6073055	0	1736	21.76	
1626532332.6312623	0	1736	21.76	
1626532332.655058	0	1736	21.76	
1626532332.6789975	0	1736	21.76	
1626532332.7034755	0	1736	21.76	
1626532332.7274604	0	1736	21.76	
1626532332.751742	0	1736	21.76	
1626532332.7785568	0	1736	21.76	
1626532332.803098	0	1736	21.76	
1626532332.8279722	0	1736	21.76	
1626532332.8526485	0	1736	21.76	
1626532332.8788862	0	1736	21.76	
1626532332.9028926	0	1736	21.76	
1626532332.9268827	0	1736	21.76	
1626532332.9509118	0	1736	21.76	
1626532332.974928	0	1736	21.76	
1626532332.9990268	0	1736	21.76	
1626532333.0226896	0	1736	21.76	
1626532333.0469854	0	1736	21.76	
1626532333.0707185	0	1736	21.76	
1626532333.094493	0	1736	21.76	
1626532333.118461	0	1736	21.76	
1626532333.1427	0	1736	21.76	
1626532333.1667256	0	1736	21.76	
1626532333.1910038	0	1736	21.76	
1626532333.215465	0	1736	21.76	
1626532333.2392287	0	1736	21.76	
1626532333.2630572	0	1736	21.76	
1626532333.2865536	0	1736	21.76	
1626532333.3127651	0	1736	21.76	
1626532333.3365142	0	1736	21.76	
1626532333.3606608	0	1736	21.76	
1626532333.3848922	0	1736	21.76	
1626532333.4092016	0	1736	21.76	
1626532333.4478097	0	1748	21.91	
1626532333.4999967	0	1755	22.0	
1626532333.5333135	0	1875	23.5	
1626532333.556944	0	1895	23.75	
1626532333.5822756	0	1905	23.88	
1626532333.6062849	0	1919	24.05	
1626532333.6314025	0	1933	24.23	
1626532333.6553984	0	1945	24.38	
1626532333.6798143	0	1959	24.55	
1626532333.705553	0	1971	24.7	
1626532333.7305858	0	1983	24.85	
1626532333.7543097	0	2009	25.18	
1626532333.7783484	0	2023	25.35	
1626532333.8038485	0	2033	25.48	
1626532333.8279116	0	2049	25.68	
1626532333.8517709	0	2063	25.86	
1626532333.8757446	0	2073	25.98	
1626532333.8995144	0	2087	26.16	
1626532333.9264574	0	2097	26.28	
1626532333.950318	0	2109	26.43	
1626532333.9742897	0	2117	26.53	
1626532333.9983637	5	2135	26.76	
1626532334.0232399	5	2149	26.93	
1626532334.0483112	5	2163	27.11	
1626532334.0722687	5	2175	27.26	
1626532334.0961132	5	2187	27.41	
1626532334.1202862	5	2191	27.46	
1626532334.1453893	5	2203	27.61	
1626532334.1691394	5	2213	27.74	
1626532334.193294	5	2223	27.86	
1626532334.2173054	5	2229	27.94	
1626532334.2412908	5	2245	28.14	
1626532334.2669463	5	2261	28.34	
1626532334.2906063	5	2271	28.46	
1626532334.314392	5	2293	28.74	
1626532334.3384795	5	2297	28.79	
1626532334.362439	5	2317	29.04	
1626532334.3883557	5	2325	29.14	
1626532334.4126234	5	2341	29.34	
1626532334.4378986	5	2353	29.49	
1626532334.4619796	5	2365	29.64	
1626532334.4867935	5	2377	29.79	
1626532334.5119135	5	2391	29.97	
1626532334.536806	5	2399	30.07	
1626532334.5604975	5	2411	30.22	
1626532334.5843241	5	2425	30.39	
1626532334.6102164	5	2439	30.57	
1626532334.6342847	5	2453	30.74	
1626532334.6581964	5	2465	30.89	
1626532334.6821418	5	2475	31.02	
1626532334.7060418	5	2491	31.22	
1626532334.7338426	5	2499	31.32	
1626532334.758076	5	2513	31.5	
1626532334.7817628	5	2545	31.9	
1626532334.805231	5	2545	31.9	
1626532334.8298304	5	2545	31.9	
1626532334.8551617	5	2545	31.9	
1626532334.879207	5	2573	32.25	
1626532334.9031377	5	2583	32.37	
1626532334.9281006	5	2595	32.52	
1626532334.9534922	5	2605	32.65	
1626532334.9774442	5	2613	32.75	
1626532335.00169	9	2625	32.9	
1626532335.0252328	9	3261	40.87	
1626532335.048791	9	3263	40.89	
1626532335.0741313	9	3263	40.89	
1626532335.09758	9	3263	40.89	
1626532335.1211236	9	3263	40.89	
1626532335.1675081	9	3263	40.89	
1626532335.1929078	9	3263	40.89	
1626532335.2301106	9	3263	40.89	
1626532335.2538679	9	3151	39.49	
1626532335.2794118	9	2665	33.4	
1626532335.303402	9	2687	33.68	
1626532335.3269541	9	2687	33.68	
1626532335.350597	9	2687	33.68	
1626532335.3748677	9	2795	35.03	
1626532335.4003687	9	4551	57.04	
1626532335.4237711	9	4551	57.04	
1626532335.4494092	9	4551	57.04	
1626532335.4729347	9	4551	57.04	
1626532335.4962204	9	4551	57.04	
1626532335.5204778	9	4551	57.04	
1626532335.5746186	9	4551	57.04	
1626532335.5995169	9	4551	57.04	
1626532335.6369593	9	4551	57.04	
1626532335.6602566	9	4551	57.04	
1626532335.684864	9	4551	57.04	
1626532335.7087646	9	4551	57.04	
1626532335.7343302	9	4551	57.04	
1626532335.7574024	9	4551	57.04	
1626532335.7809901	9	4551	57.04	
1626532335.8050756	9	4551	57.04	
1626532335.8304617	9	4551	57.04	
1626532335.8542297	9	4551	57.04	
1626532335.8780086	9	4551	57.04	
1626532335.9011645	9	4551	57.04	
1626532335.924257	9	4551	57.04	
1626532335.9496193	9	4551	57.04	
1626532335.9749503	9	4551	57.04	
1626532335.9986641	9	4551	57.04	
1626532336.022148	83	4551	57.04	
1626532336.0455456	83	4551	57.04	
1626532336.0697095	83	4551	57.04	
1626532336.09666	83	4551	57.04	
1626532336.1205099	83	4551	57.04	
1626532336.1434317	83	4551	57.04	
1626532336.1672428	83	2827	35.43	
1626532336.193441	83	2829	35.46	
1626532336.218823	83	2831	35.48	
1626532336.242624	83	2831	35.48	
1626532336.2663245	83	2831	35.48	
1626532336.2904096	83	3429	42.98	
1626532336.3161209	83	3433	43.03	
1626532336.3406217	83	3433	43.03	
1626532336.3643	83	3433	43.03	
1626532336.387701	83	3433	43.03	
1626532336.4111276	83	3433	43.03	
1626532336.4366186	83	3433	43.03	
1626532336.4600878	83	3433	43.03	
1626532336.4835978	83	3433	43.03	
1626532336.5073006	83	2885	36.16	
1626532336.531471	83	2887	36.18	
1626532336.5569868	83	2887	36.18	
1626532336.5832088	83	2887	36.18	
1626532336.6065807	83	2887	36.18	
1626532336.6305878	83	4719	59.14	
1626532336.653963	83	4719	59.14	
1626532336.6792777	83	4719	59.14	
1626532336.7037458	83	4719	59.14	
1626532336.7275221	83	4719	59.14	
1626532336.751053	83	4719	59.14	
1626532336.774901	83	4719	59.14	
1626532336.8005066	83	4719	59.14	
1626532336.8300877	83	4719	59.14	
1626532336.8537822	83	4719	59.14	
1626532336.8773785	83	4719	59.14	
1626532336.9021947	83	4719	59.14	
1626532336.9328272	83	4719	59.14	
1626532336.9566798	83	4719	59.14	
1626532336.9799397	83	4719	59.14	
1626532337.0052555	83	4719	59.14	
1626532337.030579	77	4719	59.14	
1626532337.054042	77	4719	59.14	
1626532337.0769787	77	4719	59.14	
1626532337.1004558	77	4719	59.14	
1626532337.1245565	77	4719	59.14	
1626532337.1497464	77	4719	59.14	
1626532337.1736302	77	4719	59.14	
1626532337.1970892	77	4719	59.14	
1626532337.2200003	77	4719	59.14	
1626532337.2434464	77	4719	59.14	
1626532337.2685013	77	4719	59.14	
1626532337.2971153	77	4719	59.14	
1626532337.3204849	77	4719	59.14	
1626532337.343939	77	4719	59.14	
1626532337.368114	77	4719	59.14	
1626532337.392589	77	4719	59.14	
1626532337.4170246	77	3027	37.94	
1626532337.440946	77	3033	38.01	
1626532337.464895	77	3033	38.01	
1626532337.4882631	77	3033	38.01	
1626532337.5141559	77	3065	38.41	
1626532337.5387454	77	3607	45.21	
